"date","dose","age_group","number"
2022-04-08,"dose1","30-39",2
2022-04-11,"dose1","30-39",11
2022-04-12,"dose1","30-39",5
2022-04-13,"dose1","30-39",1
2022-04-14,"dose1","30-39",3
2022-04-19,"dose1","30-39",4
2022-04-20,"dose1","30-39",6
2022-04-21,"dose1","30-39",6
2022-04-22,"dose1","30-39",5
2022-04-24,"dose1","30-39",3
2022-04-25,"dose1","30-39",6
2022-04-26,"dose1","30-39",4
2022-04-27,"dose1","30-39",4
2022-04-28,"dose1","30-39",6
2022-04-29,"dose1","30-39",10
2022-04-30,"dose1","30-39",4
2022-05-01,"dose1","30-39",1
2022-05-02,"dose1","30-39",57
2022-05-03,"dose1","30-39",2
2022-05-04,"dose1","30-39",29
2022-05-05,"dose1","30-39",46
2022-05-06,"dose1","30-39",2
2022-05-09,"dose1","30-39",6
2022-05-10,"dose1","30-39",4
2022-05-11,"dose1","30-39",3
2022-05-12,"dose1","30-39",6
2022-05-13,"dose1","30-39",5
2022-05-16,"dose1","30-39",12
2022-05-17,"dose1","30-39",3
2022-05-18,"dose1","30-39",5
2022-05-20,"dose1","30-39",4
2022-05-23,"dose1","30-39",1
2022-05-24,"dose1","30-39",5
2022-05-25,"dose1","30-39",2
2022-05-27,"dose1","30-39",4
2022-05-30,"dose1","30-39",9
2022-05-31,"dose1","30-39",3
2022-06-01,"dose1","30-39",56
2022-06-02,"dose1","30-39",37
2022-06-03,"dose1","30-39",2
2021-01-28,"dose2","30-39",1
2021-02-01,"dose2","30-39",3
2021-02-02,"dose2","30-39",1
2021-02-03,"dose2","30-39",2
2021-02-04,"dose2","30-39",11
2021-02-05,"dose2","30-39",8
2021-02-07,"dose2","30-39",1
2021-02-08,"dose2","30-39",16
2021-02-09,"dose2","30-39",21
2021-02-10,"dose2","30-39",28
2021-02-11,"dose2","30-39",16
2021-02-12,"dose2","30-39",15
2021-02-15,"dose2","30-39",20
2021-02-16,"dose2","30-39",16
2021-02-17,"dose2","30-39",15
2021-02-18,"dose2","30-39",9
2021-02-19,"dose2","30-39",25
2021-02-22,"dose2","30-39",12
2021-02-23,"dose2","30-39",9
2021-02-24,"dose2","30-39",12
2021-02-25,"dose2","30-39",15
2021-02-26,"dose2","30-39",12
2021-02-27,"dose2","30-39",1
2021-03-01,"dose2","30-39",16
2021-03-02,"dose2","30-39",13
2021-03-03,"dose2","30-39",13
2021-03-04,"dose2","30-39",25
2021-03-06,"dose2","30-39",1
2021-03-08,"dose2","30-39",24
2021-03-09,"dose2","30-39",19
2021-03-10,"dose2","30-39",18
2021-03-11,"dose2","30-39",9
2021-03-12,"dose2","30-39",15
2021-03-13,"dose2","30-39",3
2021-03-15,"dose2","30-39",12
2021-03-16,"dose2","30-39",8
2021-03-17,"dose2","30-39",5
2021-03-18,"dose2","30-39",12
2021-03-19,"dose2","30-39",10
2021-03-22,"dose2","30-39",11
2021-03-23,"dose2","30-39",15
2021-03-24,"dose2","30-39",14
2021-03-25,"dose2","30-39",17
2021-03-26,"dose2","30-39",4
2021-03-29,"dose2","30-39",10
2021-03-30,"dose2","30-39",22
2021-03-31,"dose2","30-39",42
2021-04-01,"dose2","30-39",39
2021-04-06,"dose2","30-39",39
2021-04-07,"dose2","30-39",65
2021-04-08,"dose2","30-39",74
2021-04-09,"dose2","30-39",61
2021-04-10,"dose2","30-39",151
2021-04-11,"dose2","30-39",80
2021-04-12,"dose2","30-39",65
2021-04-13,"dose2","30-39",100
2021-04-14,"dose2","30-39",138
2021-04-15,"dose2","30-39",105
2021-04-16,"dose2","30-39",95
2021-04-17,"dose2","30-39",7
2021-04-18,"dose2","30-39",5
2021-04-19,"dose2","30-39",162
2021-04-20,"dose2","30-39",129
2021-04-21,"dose2","30-39",131
2021-04-22,"dose2","30-39",163
2021-04-23,"dose2","30-39",75
2021-04-24,"dose2","30-39",28
2021-04-25,"dose2","30-39",18
2021-04-26,"dose2","30-39",37
2021-04-27,"dose3","30-39",3
2021-04-27,"dose2","30-39",82
2021-04-28,"dose2","30-39",81
2021-04-29,"dose3","30-39",1
2021-04-29,"dose2","30-39",160
2021-04-30,"dose3","30-39",3
2021-04-30,"dose2","30-39",83
2021-05-02,"dose2","30-39",278
2021-05-03,"dose2","30-39",106
2021-05-04,"dose3","30-39",1
2021-05-04,"dose2","30-39",92
2021-05-05,"dose3","30-39",1
2021-05-05,"dose2","30-39",116
2021-05-06,"dose3","30-39",1
2021-05-06,"dose2","30-39",204
2021-05-07,"dose3","30-39",1
2021-05-07,"dose2","30-39",194
2021-05-08,"dose2","30-39",189
2021-05-09,"dose2","30-39",13
2021-05-10,"dose3","30-39",1
2021-05-10,"dose2","30-39",115
2021-05-11,"dose3","30-39",1
2021-05-11,"dose2","30-39",137
2021-05-12,"dose2","30-39",149
2021-05-13,"dose2","30-39",98
2021-05-14,"dose2","30-39",159
2021-05-15,"dose2","30-39",104
2021-05-16,"dose2","30-39",29
2021-05-17,"dose2","30-39",165
2021-05-18,"dose2","30-39",195
2021-05-19,"dose2","30-39",180
2021-05-20,"dose2","30-39",264
2021-05-21,"dose3","30-39",1
2021-05-21,"dose2","30-39",209
2021-05-22,"dose2","30-39",161
2021-05-23,"dose2","30-39",5
2021-05-24,"dose2","30-39",6
2021-05-25,"dose2","30-39",217
2021-05-26,"dose2","30-39",230
2021-05-27,"dose2","30-39",215
2021-05-28,"dose2","30-39",163
2021-05-29,"dose2","30-39",115
2021-05-30,"dose2","30-39",3
2021-05-31,"dose2","30-39",126
2021-06-01,"dose2","30-39",173
2021-06-02,"dose2","30-39",168
2021-06-03,"dose2","30-39",132
2021-06-04,"dose2","30-39",144
2021-06-05,"dose2","30-39",60
2021-06-06,"dose2","30-39",17
2021-06-07,"dose2","30-39",147
2021-06-08,"dose3","30-39",1
2021-06-08,"dose2","30-39",126
2021-06-09,"dose3","30-39",1
2021-06-09,"dose2","30-39",164
2021-06-10,"dose3","30-39",1
2021-06-10,"dose2","30-39",195
2021-06-11,"dose2","30-39",127
2021-06-12,"dose3","30-39",1
2021-06-12,"dose2","30-39",90
2021-06-13,"dose2","30-39",1
2021-06-14,"dose2","30-39",125
2021-06-15,"dose2","30-39",136
2021-06-16,"dose3","30-39",1
2021-06-16,"dose2","30-39",109
2021-06-17,"dose2","30-39",177
2021-06-18,"dose2","30-39",91
2021-06-19,"dose2","30-39",20
2021-06-20,"dose2","30-39",7
2021-06-21,"dose2","30-39",131
2021-06-22,"dose2","30-39",123
2021-06-23,"dose2","30-39",115
2021-06-24,"dose2","30-39",140
2021-06-25,"dose2","30-39",99
2021-06-26,"dose3","30-39",1
2021-06-26,"dose2","30-39",19
2021-06-27,"dose2","30-39",1
2021-06-28,"dose3","30-39",1
2021-06-28,"dose2","30-39",82
2021-06-29,"dose2","30-39",3
2021-06-30,"dose2","30-39",89
2021-07-01,"dose2","30-39",86
2021-07-02,"dose2","30-39",102
2021-07-03,"dose2","30-39",37
2021-07-04,"dose2","30-39",3
2021-07-05,"dose2","30-39",96
2021-07-06,"dose2","30-39",75
2021-07-07,"dose2","30-39",96
2021-07-08,"dose2","30-39",113
2021-07-09,"dose3","30-39",1
2021-07-09,"dose2","30-39",88
2021-07-10,"dose2","30-39",125
2021-07-11,"dose2","30-39",1
2021-07-12,"dose2","30-39",123
2021-07-13,"dose2","30-39",103
2021-07-14,"dose2","30-39",1
2021-07-15,"dose2","30-39",104
2021-07-16,"dose2","30-39",112
2021-07-17,"dose2","30-39",21
2021-07-18,"dose2","30-39",5
2021-07-19,"dose3","30-39",1
2021-07-19,"dose2","30-39",75
2021-07-20,"dose3","30-39",1
2021-07-20,"dose2","30-39",50
2021-07-21,"dose2","30-39",74
2021-07-22,"dose2","30-39",68
2021-07-23,"dose2","30-39",101
2021-07-24,"dose2","30-39",42
2021-07-25,"dose2","30-39",5
2021-07-26,"dose2","30-39",123
2021-07-27,"dose2","30-39",80
2021-07-28,"dose2","30-39",77
2021-07-29,"dose2","30-39",121
2021-07-30,"dose3","30-39",1
2021-07-30,"dose2","30-39",98
2021-07-31,"dose2","30-39",266
2021-08-01,"dose2","30-39",4
2021-08-02,"dose2","30-39",167
2021-08-03,"dose2","30-39",138
2021-08-04,"dose2","30-39",138
2021-08-05,"dose2","30-39",234
2021-08-06,"dose2","30-39",177
2021-08-07,"dose3","30-39",1
2021-08-07,"dose2","30-39",215
2021-08-08,"dose3","30-39",1
2021-08-08,"dose2","30-39",118
2021-08-09,"dose2","30-39",175
2021-08-10,"dose3","30-39",1
2021-08-10,"dose2","30-39",253
2021-08-11,"dose2","30-39",300
2021-08-12,"dose2","30-39",209
2021-08-13,"dose3","30-39",1
2021-08-13,"dose2","30-39",229
2021-08-14,"dose2","30-39",367
2021-08-15,"dose2","30-39",7
2021-08-16,"dose2","30-39",201
2021-08-17,"dose3","30-39",1
2021-08-17,"dose2","30-39",191
2021-08-18,"dose3","30-39",4
2021-08-18,"dose2","30-39",254
2021-08-19,"dose2","30-39",293
2021-08-20,"dose3","30-39",1
2021-08-20,"dose2","30-39",253
2021-08-21,"dose3","30-39",1
2021-08-21,"dose2","30-39",434
2021-08-22,"dose2","30-39",2
2021-08-23,"dose2","30-39",310
2021-08-24,"dose2","30-39",391
2021-08-25,"dose3","30-39",2
2021-08-25,"dose2","30-39",376
2021-08-26,"dose3","30-39",3
2021-08-26,"dose2","30-39",345
2021-08-27,"dose3","30-39",3
2021-08-27,"dose2","30-39",407
2021-08-28,"dose3","30-39",1
2021-08-28,"dose2","30-39",474
2021-08-29,"dose3","30-39",1
2021-08-29,"dose2","30-39",114
2021-08-30,"dose3","30-39",4
2021-08-30,"dose2","30-39",379
2021-08-31,"dose2","30-39",274
2021-09-01,"dose3","30-39",1
2021-09-01,"dose2","30-39",271
2021-09-02,"dose3","30-39",3
2021-09-02,"dose2","30-39",314
2021-09-03,"dose3","30-39",2
2021-09-03,"dose2","30-39",360
2021-09-04,"dose3","30-39",1
2021-09-04,"dose2","30-39",481
2021-09-05,"dose2","30-39",6
2021-09-06,"dose3","30-39",3
2021-09-06,"dose2","30-39",253
2021-09-07,"dose2","30-39",222
2021-09-08,"dose3","30-39",1
2021-09-08,"dose2","30-39",274
2021-09-09,"dose3","30-39",2
2021-09-09,"dose2","30-39",278
2021-09-10,"dose3","30-39",5
2021-09-10,"dose2","30-39",281
2021-09-11,"dose3","30-39",3
2021-09-11,"dose2","30-39",307
2021-09-12,"dose2","30-39",4
2021-09-13,"dose3","30-39",13
2021-09-13,"dose2","30-39",303
2021-09-14,"dose3","30-39",30
2021-09-14,"dose2","30-39",177
2021-09-15,"dose3","30-39",11
2021-09-15,"dose2","30-39",192
2021-09-16,"dose3","30-39",11
2021-09-16,"dose2","30-39",169
2021-09-17,"dose3","30-39",15
2021-09-17,"dose2","30-39",239
2021-09-18,"dose3","30-39",15
2021-09-18,"dose2","30-39",266
2021-09-19,"dose3","30-39",1
2021-09-20,"dose3","30-39",5
2021-09-20,"dose2","30-39",170
2021-09-21,"dose3","30-39",18
2021-09-21,"dose2","30-39",181
2021-09-22,"dose3","30-39",11
2021-09-22,"dose2","30-39",123
2021-09-23,"dose3","30-39",5
2021-09-23,"dose2","30-39",112
2021-09-24,"dose3","30-39",10
2021-09-24,"dose2","30-39",98
2021-09-25,"dose3","30-39",9
2021-09-25,"dose2","30-39",111
2021-09-26,"dose3","30-39",1
2021-09-26,"dose2","30-39",1
2021-09-27,"dose3","30-39",7
2021-09-27,"dose2","30-39",96
2021-09-28,"dose3","30-39",3
2021-09-28,"dose2","30-39",86
2021-09-29,"dose3","30-39",4
2021-09-29,"dose2","30-39",78
2021-09-30,"dose3","30-39",16
2021-09-30,"dose2","30-39",90
2021-10-01,"dose3","30-39",21
2021-10-01,"dose2","30-39",83
2021-10-02,"dose3","30-39",7
2021-10-02,"dose2","30-39",86
2021-10-03,"dose3","30-39",1
2021-10-04,"dose3","30-39",19
2021-10-04,"dose2","30-39",94
2021-10-05,"dose3","30-39",14
2021-10-05,"dose2","30-39",79
2021-10-06,"dose3","30-39",13
2021-10-06,"dose2","30-39",69
2021-10-07,"dose3","30-39",7
2021-10-07,"dose2","30-39",65
2021-10-08,"dose3","30-39",8
2021-10-08,"dose2","30-39",56
2021-10-09,"dose3","30-39",12
2021-10-09,"dose2","30-39",103
2021-10-10,"dose3","30-39",10
2021-10-10,"dose2","30-39",24
2021-10-11,"dose3","30-39",37
2021-10-11,"dose2","30-39",106
2021-10-12,"dose3","30-39",16
2021-10-12,"dose2","30-39",63
2021-10-13,"dose3","30-39",21
2021-10-13,"dose2","30-39",83
2021-10-14,"dose3","30-39",23
2021-10-14,"dose2","30-39",72
2021-10-15,"dose3","30-39",14
2021-10-15,"dose2","30-39",55
2021-10-16,"dose3","30-39",7
2021-10-16,"dose2","30-39",34
2021-10-18,"dose3","30-39",8
2021-10-18,"dose2","30-39",87
2021-10-19,"dose3","30-39",10
2021-10-19,"dose2","30-39",46
2021-10-20,"dose3","30-39",20
2021-10-20,"dose2","30-39",66
2021-10-21,"dose3","30-39",16
2021-10-21,"dose2","30-39",43
2021-10-22,"dose3","30-39",13
2021-10-22,"dose2","30-39",70
2021-10-23,"dose3","30-39",8
2021-10-23,"dose2","30-39",48
2021-10-25,"dose3","30-39",19
2021-10-25,"dose2","30-39",76
2021-10-26,"dose3","30-39",11
2021-10-26,"dose2","30-39",38
2021-10-27,"dose3","30-39",15
2021-10-27,"dose2","30-39",41
2021-10-28,"dose3","30-39",6
2021-10-28,"dose2","30-39",39
2021-10-29,"dose3","30-39",20
2021-10-29,"dose2","30-39",54
2021-10-30,"dose3","30-39",7
2021-10-30,"dose2","30-39",32
2021-10-31,"dose3","30-39",1
2021-10-31,"dose2","30-39",31
2021-11-02,"dose3","30-39",8
2021-11-02,"dose2","30-39",66
2021-11-03,"dose3","30-39",9
2021-11-03,"dose2","30-39",61
2021-11-04,"dose3","30-39",7
2021-11-04,"dose2","30-39",51
2021-11-05,"dose3","30-39",22
2021-11-05,"dose2","30-39",68
2021-11-06,"dose3","30-39",12
2021-11-06,"dose2","30-39",43
2021-11-08,"dose3","30-39",12
2021-11-08,"dose2","30-39",77
2021-11-09,"dose3","30-39",20
2021-11-09,"dose2","30-39",80
2021-11-10,"dose3","30-39",34
2021-11-10,"dose2","30-39",73
2021-11-12,"dose3","30-39",15
2021-11-12,"dose2","30-39",69
2021-11-13,"dose3","30-39",9
2021-11-13,"dose2","30-39",35
2021-11-15,"dose3","30-39",13
2021-11-15,"dose2","30-39",79
2021-11-16,"dose3","30-39",26
2021-11-16,"dose2","30-39",92
2021-11-17,"dose3","30-39",16
2021-11-17,"dose2","30-39",63
2021-11-18,"dose3","30-39",35
2021-11-18,"dose2","30-39",73
2021-11-19,"dose3","30-39",29
2021-11-19,"dose2","30-39",89
2021-11-20,"dose3","30-39",25
2021-11-20,"dose2","30-39",81
2021-11-22,"dose3","30-39",48
2021-11-22,"dose2","30-39",89
2021-11-23,"dose3","30-39",38
2021-11-23,"dose2","30-39",69
2021-11-24,"dose3","30-39",55
2021-11-24,"dose2","30-39",75
2021-11-25,"dose3","30-39",63
2021-11-25,"dose2","30-39",70
2021-11-26,"dose3","30-39",58
2021-11-26,"dose2","30-39",79
2021-11-27,"dose3","30-39",44
2021-11-27,"dose2","30-39",76
2021-11-29,"dose3","30-39",83
2021-11-29,"dose2","30-39",96
2021-11-30,"dose3","30-39",103
2021-11-30,"dose2","30-39",87
2021-12-01,"dose3","30-39",111
2021-12-01,"dose2","30-39",106
2021-12-02,"dose3","30-39",174
2021-12-02,"dose2","30-39",132
2021-12-03,"dose3","30-39",150
2021-12-03,"dose2","30-39",123
2021-12-04,"dose3","30-39",168
2021-12-04,"dose2","30-39",114
2021-12-06,"dose3","30-39",140
2021-12-06,"dose2","30-39",106
2021-12-07,"dose3","30-39",147
2021-12-07,"dose2","30-39",110
2021-12-08,"dose3","30-39",152
2021-12-08,"dose2","30-39",82
2021-12-09,"dose3","30-39",166
2021-12-09,"dose2","30-39",97
2021-12-10,"dose3","30-39",175
2021-12-10,"dose2","30-39",84
2021-12-11,"dose3","30-39",90
2021-12-11,"dose2","30-39",77
2021-12-12,"dose3","30-39",75
2021-12-12,"dose2","30-39",12
2021-12-13,"dose3","30-39",170
2021-12-13,"dose2","30-39",67
2021-12-14,"dose3","30-39",204
2021-12-14,"dose2","30-39",70
2021-12-15,"dose3","30-39",151
2021-12-15,"dose2","30-39",82
2021-12-16,"dose3","30-39",164
2021-12-16,"dose2","30-39",86
2021-12-17,"dose3","30-39",172
2021-12-17,"dose2","30-39",88
2021-12-18,"dose3","30-39",150
2021-12-18,"dose2","30-39",75
2021-12-19,"dose3","30-39",130
2021-12-19,"dose2","30-39",25
2021-12-20,"dose3","30-39",135
2021-12-20,"dose2","30-39",73
2021-12-21,"dose3","30-39",164
2021-12-21,"dose2","30-39",104
2021-12-22,"dose3","30-39",160
2021-12-22,"dose2","30-39",100
2021-12-23,"dose3","30-39",121
2021-12-23,"dose2","30-39",113
2021-12-24,"dose3","30-39",21
2021-12-24,"dose2","30-39",12
2021-12-25,"dose2","30-39",1
2021-12-27,"dose3","30-39",126
2021-12-27,"dose2","30-39",103
2021-12-28,"dose3","30-39",210
2021-12-28,"dose2","30-39",115
2021-12-29,"dose3","30-39",134
2021-12-29,"dose2","30-39",58
2021-12-30,"dose3","30-39",124
2021-12-30,"dose2","30-39",57
2021-12-31,"dose3","30-39",17
2021-12-31,"dose2","30-39",10
2022-01-03,"dose3","30-39",175
2022-01-03,"dose2","30-39",69
2022-01-04,"dose3","30-39",200
2022-01-04,"dose2","30-39",76
2022-01-05,"dose3","30-39",241
2022-01-05,"dose2","30-39",88
2022-01-06,"dose3","30-39",232
2022-01-06,"dose2","30-39",80
2022-01-07,"dose3","30-39",221
2022-01-07,"dose2","30-39",85
2022-01-08,"dose3","30-39",202
2022-01-08,"dose2","30-39",78
2022-01-09,"dose3","30-39",121
2022-01-09,"dose2","30-39",36
2022-01-10,"dose3","30-39",184
2022-01-10,"dose2","30-39",76
2022-01-11,"dose3","30-39",267
2022-01-11,"dose2","30-39",84
2022-01-12,"dose3","30-39",280
2022-01-12,"dose2","30-39",95
2022-01-13,"dose3","30-39",239
2022-01-13,"dose2","30-39",86
2022-01-14,"dose3","30-39",121
2022-01-14,"dose2","30-39",40
2022-01-15,"dose3","30-39",268
2022-01-15,"dose2","30-39",64
2022-01-16,"dose3","30-39",119
2022-01-16,"dose2","30-39",23
2022-01-17,"dose3","30-39",168
2022-01-17,"dose2","30-39",57
2022-01-18,"dose3","30-39",174
2022-01-18,"dose2","30-39",79
2022-01-19,"dose3","30-39",206
2022-01-19,"dose2","30-39",61
2022-01-20,"dose3","30-39",224
2022-01-20,"dose2","30-39",61
2022-01-21,"dose3","30-39",200
2022-01-21,"dose2","30-39",55
2022-01-22,"dose3","30-39",84
2022-01-22,"dose2","30-39",25
2022-01-24,"dose3","30-39",241
2022-01-24,"dose2","30-39",99
2022-01-25,"dose3","30-39",240
2022-01-25,"dose2","30-39",90
2022-01-26,"dose3","30-39",235
2022-01-26,"dose2","30-39",82
2022-01-27,"dose3","30-39",191
2022-01-27,"dose2","30-39",79
2022-01-28,"dose3","30-39",163
2022-01-28,"dose2","30-39",67
2022-01-29,"dose3","30-39",112
2022-01-29,"dose2","30-39",33
2022-01-30,"dose3","30-39",2
2022-01-31,"dose3","30-39",185
2022-01-31,"dose2","30-39",85
2022-02-01,"dose3","30-39",227
2022-02-01,"dose2","30-39",70
2022-02-02,"dose3","30-39",224
2022-02-02,"dose2","30-39",81
2022-02-03,"dose3","30-39",291
2022-02-03,"dose2","30-39",67
2022-02-04,"dose3","30-39",201
2022-02-04,"dose2","30-39",54
2022-02-05,"dose3","30-39",218
2022-02-05,"dose2","30-39",61
2022-02-06,"dose3","30-39",82
2022-02-06,"dose2","30-39",28
2022-02-07,"dose3","30-39",177
2022-02-07,"dose2","30-39",61
2022-02-08,"dose3","30-39",246
2022-02-08,"dose2","30-39",80
2022-02-09,"dose3","30-39",199
2022-02-09,"dose2","30-39",72
2022-02-10,"dose3","30-39",163
2022-02-10,"dose2","30-39",66
2022-02-11,"dose3","30-39",154
2022-02-11,"dose2","30-39",49
2022-02-12,"dose3","30-39",107
2022-02-12,"dose2","30-39",38
2022-02-13,"dose3","30-39",52
2022-02-13,"dose2","30-39",10
2022-02-14,"dose3","30-39",111
2022-02-14,"dose2","30-39",57
2022-02-15,"dose3","30-39",148
2022-02-15,"dose2","30-39",55
2022-02-16,"dose3","30-39",162
2022-02-16,"dose2","30-39",62
2022-02-17,"dose3","30-39",203
2022-02-17,"dose2","30-39",66
2022-02-18,"dose3","30-39",100
2022-02-18,"dose2","30-39",42
2022-02-19,"dose3","30-39",54
2022-02-19,"dose2","30-39",13
2022-02-20,"dose3","30-39",19
2022-02-20,"dose2","30-39",9
2022-02-21,"dose3","30-39",102
2022-02-21,"dose2","30-39",46
2022-02-22,"dose3","30-39",100
2022-02-22,"dose2","30-39",62
2022-02-23,"dose3","30-39",130
2022-02-23,"dose2","30-39",53
2022-02-24,"dose3","30-39",93
2022-02-24,"dose2","30-39",41
2022-02-25,"dose3","30-39",63
2022-02-25,"dose2","30-39",42
2022-02-26,"dose3","30-39",2
2022-02-27,"dose3","30-39",1
2022-02-27,"dose2","30-39",1
2022-02-28,"dose3","30-39",64
2022-02-28,"dose2","30-39",41
2022-03-01,"dose3","30-39",55
2022-03-01,"dose2","30-39",43
2022-03-02,"dose3","30-39",51
2022-03-02,"dose2","30-39",34
2022-03-03,"dose3","30-39",52
2022-03-03,"dose2","30-39",29
2022-03-04,"dose3","30-39",43
2022-03-04,"dose2","30-39",24
2022-03-05,"dose2","30-39",1
2022-03-07,"dose3","30-39",40
2022-03-07,"dose2","30-39",28
2022-03-08,"dose3","30-39",49
2022-03-08,"dose2","30-39",32
2022-03-09,"dose3","30-39",45
2022-03-09,"dose2","30-39",21
2022-03-10,"dose3","30-39",31
2022-03-10,"dose2","30-39",24
2022-03-11,"dose3","30-39",33
2022-03-11,"dose2","30-39",15
2022-03-12,"dose2","30-39",1
2022-03-14,"dose3","30-39",26
2022-03-14,"dose2","30-39",21
2022-03-15,"dose3","30-39",31
2022-03-15,"dose2","30-39",21
2022-03-16,"dose3","30-39",28
2022-03-16,"dose2","30-39",16
2022-03-17,"dose3","30-39",34
2022-03-17,"dose2","30-39",9
2022-03-18,"dose3","30-39",28
2022-03-18,"dose2","30-39",8
2022-03-21,"dose3","30-39",24
2022-03-21,"dose2","30-39",11
2022-03-22,"dose3","30-39",12
2022-03-22,"dose2","30-39",8
2022-03-23,"dose3","30-39",22
2022-03-23,"dose2","30-39",11
2022-03-24,"dose3","30-39",14
2022-03-24,"dose2","30-39",14
2022-03-25,"dose3","30-39",16
2022-03-25,"dose2","30-39",2
2022-03-28,"dose3","30-39",10
2022-03-28,"dose2","30-39",7
2022-03-29,"dose3","30-39",13
2022-03-29,"dose2","30-39",8
2022-03-30,"dose3","30-39",6
2022-03-30,"dose2","30-39",3
2022-03-31,"dose3","30-39",16
2022-03-31,"dose2","30-39",8
2022-04-01,"dose3","30-39",11
2022-04-01,"dose2","30-39",5
2022-04-02,"dose3","30-39",7
2022-04-02,"dose2","30-39",2
2022-04-04,"dose3","30-39",9
2022-04-04,"dose2","30-39",7
2022-04-05,"dose3","30-39",10
2022-04-05,"dose2","30-39",6
2022-04-06,"dose3","30-39",13
2022-04-06,"dose2","30-39",6
2022-04-07,"dose3","30-39",5
2022-04-07,"dose2","30-39",5
2022-04-08,"dose3","30-39",8
2022-04-08,"dose2","30-39",1
2022-04-11,"dose3","30-39",14
2022-04-11,"dose2","30-39",4
2022-04-12,"dose3","30-39",15
2022-04-12,"dose2","30-39",7
2022-04-13,"dose3","30-39",15
2022-04-13,"dose2","30-39",3
2022-04-14,"dose3","30-39",14
2022-04-14,"dose2","30-39",3
2022-04-19,"dose3","30-39",11
2022-04-19,"dose2","30-39",5
2022-04-20,"dose3","30-39",8
2022-04-20,"dose2","30-39",3
2022-04-21,"dose3","30-39",10
2022-04-21,"dose2","30-39",4
2022-04-22,"dose3","30-39",17
2022-04-22,"dose2","30-39",6
2022-04-23,"dose3","30-39",2
2022-04-24,"dose3","30-39",1
2022-04-24,"dose2","30-39",2
2022-04-25,"dose3","30-39",21
2022-04-25,"dose2","30-39",9
2022-04-26,"dose3","30-39",18
2022-04-26,"dose2","30-39",7
2022-04-27,"dose3","30-39",16
2022-04-27,"dose2","30-39",4
2022-04-28,"dose3","30-39",10
2022-04-28,"dose2","30-39",7
2022-04-29,"dose3","30-39",9
2022-04-29,"dose2","30-39",5
2022-04-30,"dose3","30-39",17
2022-04-30,"dose2","30-39",4
2022-05-02,"dose3","30-39",8
2022-05-02,"dose2","30-39",3
2022-05-03,"dose3","30-39",14
2022-05-03,"dose2","30-39",3
2022-05-04,"dose3","30-39",15
2022-05-04,"dose2","30-39",8
2022-05-05,"dose3","30-39",9
2022-05-05,"dose2","30-39",5
2022-05-06,"dose3","30-39",15
2022-05-06,"dose2","30-39",3
2022-05-07,"dose3","30-39",1
2022-05-09,"dose3","30-39",16
2022-05-09,"dose2","30-39",7
2022-05-10,"dose3","30-39",23
2022-05-10,"dose2","30-39",6
2022-05-11,"dose3","30-39",15
2022-05-11,"dose2","30-39",8
2022-05-12,"dose3","30-39",10
2022-05-12,"dose2","30-39",10
2022-05-13,"dose3","30-39",3
2022-05-13,"dose2","30-39",7
2022-05-15,"dose2","30-39",3
2022-05-16,"dose3","30-39",14
2022-05-16,"dose2","30-39",5
2022-05-17,"dose3","30-39",14
2022-05-17,"dose2","30-39",8
2022-05-18,"dose3","30-39",10
2022-05-18,"dose2","30-39",7
2022-05-19,"dose3","30-39",4
2022-05-19,"dose2","30-39",7
2022-05-20,"dose3","30-39",8
